project_id	workflow	experimental_strategy	aliquot	reason
TCGA-OV	MuTect2 Annotation	WXS	TCGA-09-0367-01A-01W-0371-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-09-0367-10A-01W-0371-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-09-0369-10C-01W-0372-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-09-2043-11A-01W-0799-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-09-2044-10A-01W-0799-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-10-0930-11A-01W-0421-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-10-0930-11A-01W-0977-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-10-0933-11A-01W-0421-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-10-0934-11A-01W-0420-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0720-01A-01W-0371-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0720-10B-01W-0371-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0723-01A-02W-0371-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0723-10B-01W-0372-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0724-01A-01W-0371-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0724-10B-01W-0371-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0726-10B-01W-0372-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0726-10B-01W-0977-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0751-01A-01W-0371-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0751-10A-01W-0371-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0755-10A-01W-0372-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0757-10A-01W-0371-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0758-01A-01W-0371-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0758-10A-01W-0371-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0760-10A-01W-0372-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0766-01A-02W-0371-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0766-10A-01W-0371-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0791-10A-01W-0372-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0795-10A-01W-0372-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0797-01A-01W-0371-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0797-10A-01W-0371-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0800-10A-01W-0372-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0803-01A-01W-0371-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0803-10A-01W-0371-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0807-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0883-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0885-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0886-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0887-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0890-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0891-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0894-10A-01W-0494-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0897-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0899-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0903-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0904-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0906-01A-01W-0420-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0906-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0908-01B-01W-0492-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0908-10A-01W-0492-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0910-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0911-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0912-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0913-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0916-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0919-01A-01W-0420-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0919-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0920-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0921-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0923-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0924-01A-01W-0420-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-0924-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-1403-10A-01W-0495-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-1404-10A-01W-0495-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-1409-01A-01W-0492-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-1409-10A-01W-0493-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-1410-01A-01W-0492-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-1410-10A-01W-0493-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-1411-10A-01W-0495-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-1412-10A-01W-0495-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-1477-10A-01W-0545-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-1485-01A-02W-0545-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-1485-10A-01W-0545-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-1495-10A-01W-0545-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-13-1505-10A-01W-0546-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-20-0990-01A-01W-0486-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-20-0990-10A-01W-0486-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-20-0991-01A-03W-0486-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-20-0991-10A-01W-0486-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-20-0996-10A-01W-0488-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-23-1021-10A-01W-0488-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-23-1022-10A-01W-0488-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-23-1031-01A-01W-0486-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-23-1031-10A-01W-0486-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-23-1110-10A-01W-0486-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-23-1117-10A-01W-0488-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-23-1118-10A-01W-0488-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-23-1123-10A-01W-0488-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-23-1124-10A-01W-0488-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-24-0966-01A-01W-0420-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-24-0966-01A-01W-0421-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-24-0966-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-24-0975-01B-02W-0486-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-24-0975-10B-01W-0486-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-24-0979-01A-01W-0486-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-24-0979-10B-01W-0486-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-24-0980-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-24-0982-10C-01W-0488-09	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-24-1430-10A-01W-0545-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-25-1319-10A-01W-0492-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-25-1321-01A-01W-0492-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-25-1321-10A-01W-0492-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-25-2396-10A-01W-0799-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-25-2397-10A-01W-0799-08	Unpaired Aliquots
TCGA-OV	MuTect2 Annotation	WXS	TCGA-25-2398-10A-01W-0799-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-04-1332-10A-01W-0487-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-04-1336-11A-01W-0489-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-04-1343-10A-01W-0489-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-04-1346-11A-01W-0489-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-04-1347-11A-01W-0489-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-04-1348-11A-01W-0494-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-04-1349-11A-01W-0494-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-04-1361-11A-01W-0494-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-04-1362-10A-01W-0494-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-09-0365-10A-01W-0372-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-09-0366-10B-01W-0372-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-09-0369-10C-01W-0372-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-09-2043-11A-01W-0799-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-09-2044-10A-01W-0799-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-10-0930-11A-01W-0421-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-10-0930-11A-01W-0977-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-10-0933-11A-01W-0421-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-10-0934-11A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0723-10B-01W-0372-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0724-10B-01W-0371-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0726-10B-01W-0372-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0726-10B-01W-0977-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0751-10A-01W-0371-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0755-10A-01W-0372-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0757-10A-01W-0371-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0758-10A-01W-0371-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0760-10A-01W-0372-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0791-10A-01W-0372-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0795-10A-01W-0372-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0800-10A-01W-0372-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0807-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0883-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0885-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0886-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0887-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0890-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0891-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0894-10A-01W-0494-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0897-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0899-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0903-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0904-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0906-01A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0906-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0910-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0911-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0912-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0913-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0916-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0919-01A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0919-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0920-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0921-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0923-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-0924-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-1403-10A-01W-0495-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-1404-10A-01W-0495-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-1411-10A-01W-0495-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-1412-10A-01W-0495-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-1477-10A-01W-0545-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-1485-10A-01W-0545-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-1495-10A-01W-0545-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-13-1505-10A-01W-0546-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-20-0991-10A-01W-0486-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-20-0996-10A-01W-0488-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-23-1021-10A-01W-0488-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-23-1022-10A-01W-0488-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-23-1110-10A-01W-0486-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-23-1117-10A-01W-0488-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-23-1118-10A-01W-0488-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-23-1123-10A-01W-0488-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-23-1124-10A-01W-0488-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-24-0966-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-24-0980-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-24-0982-10C-01W-0488-09	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-24-1430-10A-01W-0545-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-25-1319-10A-01W-0492-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-25-2396-10A-01W-0799-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-25-2397-10A-01W-0799-08	Unpaired Aliquots
TCGA-OV	SomaticSniper	WXS	TCGA-25-2398-10A-01W-0799-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-04-1332-01A-01W-0486-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-04-1332-10A-01W-0487-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-04-1336-11A-01W-0489-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-04-1343-10A-01W-0489-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-04-1346-11A-01W-0489-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-04-1347-11A-01W-0489-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-04-1348-11A-01W-0494-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-04-1349-11A-01W-0494-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-04-1361-11A-01W-0494-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-04-1362-10A-01W-0494-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-09-0365-10A-01W-0372-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-09-0366-01A-01W-0371-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-09-0366-10B-01W-0372-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-09-0367-01A-01W-0371-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-09-0367-10A-01W-0371-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-09-0369-10C-01W-0372-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-09-2043-11A-01W-0799-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-09-2044-10A-01W-0799-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-10-0930-11A-01W-0421-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-10-0930-11A-01W-0977-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-10-0933-11A-01W-0421-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-10-0934-11A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0720-01A-01W-0371-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0720-10B-01W-0371-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0723-01A-02W-0371-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0723-10B-01W-0372-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0724-01A-01W-0371-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0724-10B-01W-0371-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0726-10B-01W-0372-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0726-10B-01W-0977-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0751-01A-01W-0371-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0751-10A-01W-0371-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0755-10A-01W-0372-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0757-10A-01W-0371-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0758-01A-01W-0371-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0758-10A-01W-0371-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0760-10A-01W-0372-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0766-01A-02W-0371-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0766-10A-01W-0371-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0791-10A-01W-0372-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0795-10A-01W-0372-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0797-01A-01W-0371-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0797-10A-01W-0371-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0800-10A-01W-0372-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0803-01A-01W-0371-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0803-10A-01W-0371-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0807-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0883-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0885-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0886-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0887-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0890-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0891-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0894-10A-01W-0494-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0897-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0899-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0903-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0904-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0906-01A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0906-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0908-01B-01W-0492-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0908-10A-01W-0492-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0910-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0911-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0912-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0913-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0916-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0919-01A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0919-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0920-10A-01W-0421-09	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0921-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0923-10A-01W-0420-08	Unpaired Aliquots
TCGA-OV	SomaticSniper Annotation	WXS	TCGA-13-0924-01A-01W-0420-08	Unpaired Aliquots
